Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID0333,Stewart,2021-01-06,16:39:22,Admin Support,Y,Y,81,0:03:45,3
ID0334,Diane,2021-01-06,16:39:22,Contract related,Y,Y,11,0:00:34,4
ID0335,Martha,2021-01-06,17:00:58,Payment related,Y,Y,48,0:00:53,5
ID0336,Stewart,2021-01-06,17:00:58,Contract related,Y,Y,37,0:06:54,5
ID0337,Martha,2021-01-06,17:19:41,Technical Support,Y,Y,115,0:02:34,4
ID0338,Greg,2021-01-06,17:19:41,Payment related,Y,Y,81,0:00:53,4
ID0339,Becky,2021-01-06,17:21:07,Contract related,N,N,,,
ID0340,Jim,2021-01-06,17:21:07,Admin Support,Y,Y,12,0:03:12,5
ID0341,Stewart,2021-01-06,17:22:34,Admin Support,Y,Y,75,0:02:51,3
ID0342,Jim,2021-01-06,17:22:34,Contract related,Y,Y,42,0:01:17,4
ID0343,Greg,2021-01-06,17:24:00,Admin Support,Y,Y,96,0:01:45,5
ID0344,Stewart,2021-01-06,17:24:00,Payment related,Y,Y,58,0:01:51,5
ID0345,Dan,2021-01-07,9:04:19,Contract related,Y,Y,62,0:05:16,5
ID0346,Greg,2021-01-07,9:04:19,Payment related,Y,Y,74,0:02:10,5
ID0347,Becky,2021-01-07,9:07:12,Technical Support,Y,Y,26,0:01:10,3
ID0348,Diane,2021-01-07,9:07:12,Technical Support,N,N,,,
ID0349,Joe,2021-01-07,9:20:10,Technical Support,Y,Y,40,0:05:08,2
ID0350,Joe,2021-01-07,9:20:10,Streaming,Y,Y,12,0:04:54,3
ID0351,Joe,2021-01-07,10:14:53,Contract related,Y,Y,114,0:03:41,5
ID0352,Becky,2021-01-07,10:14:53,Contract related,Y,Y,85,0:03:29,4
ID0353,Diane,2021-01-07,10:23:31,Admin Support,Y,Y,52,0:01:55,5
ID0354,Greg,2021-01-07,10:23:31,Streaming,Y,Y,60,0:04:18,3
ID0355,Joe,2021-01-07,10:33:36,Admin Support,Y,Y,76,0:05:07,4
ID0356,Stewart,2021-01-07,10:33:36,Contract related,N,N,,,
ID0357,Becky,2021-01-07,10:48:00,Streaming,N,N,,,
ID0358,Joe,2021-01-07,10:48:00,Streaming,Y,Y,25,0:01:20,5
ID0359,Greg,2021-01-07,11:36:58,Streaming,Y,Y,37,0:02:32,3
ID0360,Dan,2021-01-07,11:36:58,Admin Support,Y,Y,71,0:05:41,3
ID0361,Jim,2021-01-07,11:42:43,Admin Support,Y,Y,76,0:04:37,1
ID0362,Stewart,2021-01-07,11:42:43,Technical Support,Y,Y,66,0:06:50,3
ID0363,Diane,2021-01-07,11:47:02,Admin Support,Y,Y,72,0:03:25,3
ID0364,Jim,2021-01-07,11:47:02,Admin Support,Y,Y,47,0:06:37,5
ID0365,Jim,2021-01-07,12:08:38,Payment related,N,N,,,
ID0366,Greg,2021-01-07,12:08:38,Payment related,Y,Y,29,0:02:51,5
ID0367,Dan,2021-01-07,12:36:00,Streaming,N,N,,,
ID0368,Becky,2021-01-07,12:36:00,Contract related,Y,Y,122,0:01:40,4
ID0369,Greg,2021-01-07,12:48:58,Technical Support,Y,Y,52,0:04:06,5
ID0370,Martha,2021-01-07,12:48:58,Admin Support,Y,Y,33,0:04:26,4
ID0371,Joe,2021-01-07,13:26:24,Payment related,Y,Y,123,0:02:24,3
ID0372,Greg,2021-01-07,13:26:24,Technical Support,Y,Y,23,0:02:03,4
ID0373,Becky,2021-01-07,13:30:43,Streaming,N,N,,,
ID0374,Stewart,2021-01-07,13:30:43,Admin Support,Y,N,29,0:03:25,5
ID0375,Greg,2021-01-07,13:42:14,Contract related,N,N,,,
ID0376,Becky,2021-01-07,13:42:14,Streaming,Y,Y,54,0:03:48,5
ID0377,Dan,2021-01-07,13:45:07,Streaming,Y,Y,14,0:04:43,4
ID0378,Dan,2021-01-07,13:45:07,Payment related,Y,Y,11,0:04:25,3
ID0379,Joe,2021-01-07,14:31:12,Payment related,Y,Y,84,0:04:59,1
ID0380,Martha,2021-01-07,14:31:12,Payment related,Y,Y,21,0:02:51,4
ID0381,Martha,2021-01-07,15:53:17,Technical Support,Y,N,81,0:05:10,3
ID0382,Dan,2021-01-07,15:53:17,Payment related,N,N,,,
ID0383,Diane,2021-01-07,16:07:41,Admin Support,N,N,,,
ID0384,Stewart,2021-01-07,16:07:41,Technical Support,Y,Y,84,0:06:22,4
ID0385,Martha,2021-01-07,16:29:17,Streaming,Y,Y,118,0:03:35,2
ID0386,Becky,2021-01-07,16:29:17,Technical Support,Y,Y,35,0:06:15,2
ID0387,Dan,2021-01-07,16:40:48,Payment related,Y,Y,82,0:02:13,3
ID0388,Jim,2021-01-07,16:40:48,Streaming,Y,Y,119,0:03:03,4
ID0389,Jim,2021-01-07,17:03:50,Contract related,Y,Y,107,0:06:46,2
ID0390,Joe,2021-01-07,17:03:50,Contract related,Y,Y,86,0:00:42,4
ID0391,Diane,2021-01-07,17:39:50,Streaming,Y,Y,76,0:01:23,4
ID0392,Stewart,2021-01-07,17:39:50,Streaming,Y,N,78,0:03:07,3
ID0393,Jim,2021-01-07,17:47:02,Admin Support,Y,Y,118,0:00:33,3
ID0394,Diane,2021-01-07,17:47:02,Technical Support,N,N,,,
ID0395,Joe,2021-01-07,17:48:29,Admin Support,Y,Y,47,0:02:02,5
ID0396,Diane,2021-01-07,17:48:29,Admin Support,Y,Y,86,0:02:58,2
ID0397,Greg,2021-01-07,17:55:41,Technical Support,Y,Y,76,0:05:52,3
ID0398,Jim,2021-01-07,17:55:41,Payment related,Y,Y,32,0:03:23,4
ID0399,Joe,2021-01-08,9:00:00,Admin Support,Y,Y,98,0:03:33,5
ID0400,Jim,2021-01-08,9:00:00,Technical Support,Y,Y,86,0:00:37,4
ID0401,Diane,2021-01-08,9:24:29,Technical Support,Y,Y,37,0:01:05,3
ID0402,Greg,2021-01-08,9:24:29,Admin Support,Y,Y,15,0:04:27,5
ID0403,Diane,2021-01-08,9:47:31,Contract related,Y,Y,114,0:04:13,5
ID0404,Stewart,2021-01-08,9:47:31,Payment related,N,N,,,
ID0405,Jim,2021-01-08,9:59:02,Technical Support,N,N,,,
ID0406,Martha,2021-01-08,9:59:02,Streaming,N,N,,,
ID0407,Martha,2021-01-08,10:42:14,Streaming,Y,N,23,0:02:16,3
ID0408,Dan,2021-01-08,10:42:14,Payment related,N,N,,,
ID0409,Joe,2021-01-08,10:49:26,Admin Support,Y,Y,69,0:05:41,3
ID0410,Stewart,2021-01-08,10:49:26,Contract related,Y,Y,15,0:06:10,4
ID0411,Becky,2021-01-08,10:49:26,Technical Support,Y,Y,119,0:05:28,3
ID0412,Becky,2021-01-08,10:49:26,Streaming,Y,Y,68,0:05:17,1
ID0413,Diane,2021-01-08,11:00:58,Contract related,Y,Y,115,0:06:10,3
ID0414,Joe,2021-01-08,11:00:58,Contract related,Y,Y,84,0:01:11,5
ID0415,Dan,2021-01-08,11:16:48,Contract related,Y,N,59,0:01:17,4
ID0416,Diane,2021-01-08,11:16:48,Technical Support,Y,N,112,0:03:34,4
ID0417,Dan,2021-01-08,11:16:48,Contract related,N,N,,,
ID0418,Dan,2021-01-08,11:16:48,Admin Support,Y,Y,39,0:04:51,3
ID0419,Jim,2021-01-08,12:12:58,Streaming,Y,Y,31,0:06:35,5
ID0420,Dan,2021-01-08,12:12:58,Streaming,Y,Y,112,0:03:41,2
ID0421,Greg,2021-01-08,12:14:24,Streaming,Y,Y,49,0:02:25,4
ID0422,Greg,2021-01-08,12:14:24,Technical Support,Y,Y,18,0:06:38,3
ID0423,Stewart,2021-01-08,12:38:53,Technical Support,Y,Y,80,0:02:43,4
ID0424,Dan,2021-01-08,12:38:53,Admin Support,Y,Y,57,0:02:33,3
ID0425,Stewart,2021-01-08,12:48:58,Contract related,N,N,,,
ID0426,Diane,2021-01-08,12:48:58,Contract related,Y,N,87,0:06:18,4
ID0427,Diane,2021-01-08,13:10:34,Payment related,N,N,,,
ID0428,Greg,2021-01-08,13:10:34,Streaming,Y,Y,81,0:05:56,3
ID0429,Joe,2021-01-08,13:10:34,Technical Support,N,N,,,
ID0430,Jim,2021-01-08,13:10:34,Streaming,Y,Y,47,0:02:11,5
ID0431,Joe,2021-01-08,13:17:46,Streaming,Y,Y,57,0:06:15,4
ID0432,Becky,2021-01-08,13:17:46,Payment related,N,N,,,
ID0433,Joe,2021-01-08,13:43:41,Contract related,Y,Y,104,0:03:55,4
ID0434,Becky,2021-01-08,13:43:41,Admin Support,Y,Y,16,0:05:46,3
ID0435,Greg,2021-01-08,15:37:26,Streaming,Y,Y,37,0:04:13,4
ID0436,Diane,2021-01-08,15:37:26,Admin Support,N,N,,,
ID0437,Stewart,2021-01-08,15:43:12,Technical Support,Y,Y,61,0:02:06,4
ID0438,Stewart,2021-01-08,15:43:12,Admin Support,Y,N,41,0:03:10,4
ID0439,Diane,2021-01-08,15:53:17,Streaming,Y,Y,40,0:01:21,4
ID0440,Diane,2021-01-08,15:53:17,Admin Support,Y,Y,55,0:05:21,2
ID0441,Greg,2021-01-08,15:54:43,Admin Support,Y,Y,92,0:00:53,3
ID0442,Dan,2021-01-08,15:54:43,Contract related,Y,Y,118,0:01:38,5
ID0443,Dan,2021-01-08,16:37:55,Streaming,Y,Y,82,0:05:43,3
ID0444,Dan,2021-01-08,16:37:55,Streaming,Y,Y,83,0:01:20,3
ID0445,Jim,2021-01-08,18:00:00,Payment related,Y,Y,78,0:05:13,2
ID0446,Diane,2021-01-08,18:00:00,Payment related,Y,N,111,0:05:14,5
ID0447,Jim,2021-01-09,9:07:12,Contract related,Y,Y,107,0:05:22,4
ID0448,Martha,2021-01-09,9:07:12,Streaming,Y,Y,108,0:04:03,2
ID0449,Greg,2021-01-09,9:24:29,Payment related,Y,Y,97,0:02:39,5
ID0450,Dan,2021-01-09,9:24:29,Streaming,Y,Y,31,0:06:20,5
ID0451,Martha,2021-01-09,9:34:34,Payment related,Y,Y,20,0:01:49,4
ID0452,Jim,2021-01-09,9:34:34,Admin Support,Y,Y,110,0:06:53,3
ID0453,Dan,2021-01-09,10:22:05,Technical Support,Y,Y,86,0:05:02,5
ID0454,Becky,2021-01-09,10:22:05,Streaming,Y,Y,77,0:02:11,4
ID0455,Diane,2021-01-09,10:29:17,Streaming,Y,Y,119,0:06:47,3
ID0456,Martha,2021-01-09,10:29:17,Admin Support,N,N,,,
ID0457,Jim,2021-01-09,10:32:10,Technical Support,Y,Y,13,0:03:06,3
ID0458,Stewart,2021-01-09,10:32:10,Payment related,Y,Y,106,0:02:27,5
ID0459,Joe,2021-01-09,10:58:05,Payment related,Y,Y,35,0:05:25,3
ID0460,Martha,2021-01-09,10:58:05,Contract related,Y,N,46,0:05:23,3
ID0461,Stewart,2021-01-09,11:05:17,Admin Support,Y,N,24,0:06:15,3
ID0462,Stewart,2021-01-09,11:05:17,Streaming,Y,Y,88,0:06:33,5
ID0463,Joe,2021-01-09,11:11:02,Admin Support,Y,Y,81,0:02:42,3
ID0464,Jim,2021-01-09,11:11:02,Payment related,Y,Y,96,0:04:33,3
ID0465,Becky,2021-01-09,11:16:48,Admin Support,Y,Y,46,0:06:05,3
ID0466,Dan,2021-01-09,11:16:48,Contract related,Y,Y,25,0:01:40,4
ID0467,Stewart,2021-01-09,11:25:26,Admin Support,Y,Y,81,0:02:07,4
ID0468,Dan,2021-01-09,11:25:26,Payment related,N,N,,,
ID0469,Dan,2021-01-09,11:48:29,Technical Support,Y,Y,97,0:06:50,1
ID0470,Martha,2021-01-09,11:48:29,Technical Support,Y,Y,116,0:03:16,5
ID0471,Joe,2021-01-09,11:48:29,Payment related,N,N,,,
ID0472,Dan,2021-01-09,11:48:29,Admin Support,N,N,,,
ID0473,Becky,2021-01-09,11:48:29,Payment related,Y,Y,87,0:05:45,5
ID0474,Dan,2021-01-09,11:48:29,Technical Support,Y,Y,43,0:00:35,4
ID0475,Greg,2021-01-09,11:55:41,Contract related,Y,Y,102,0:04:48,3
ID0476,Dan,2021-01-09,11:55:41,Payment related,Y,Y,95,0:05:49,5
ID0477,Dan,2021-01-09,12:31:41,Technical Support,Y,Y,108,0:04:45,3
ID0478,Dan,2021-01-09,12:31:41,Admin Support,Y,Y,80,0:02:11,4
ID0479,Diane,2021-01-09,12:33:07,Payment related,Y,Y,61,0:00:36,5
ID0480,Greg,2021-01-09,12:33:07,Contract related,Y,Y,18,0:05:05,5
ID0481,Joe,2021-01-09,12:40:19,Payment related,N,N,,,
ID0482,Becky,2021-01-09,12:40:19,Admin Support,Y,N,10,0:00:54,4
ID0483,Diane,2021-01-09,12:50:24,Payment related,Y,Y,92,0:02:25,3
ID0484,Jim,2021-01-09,12:50:24,Technical Support,N,N,,,
ID0485,Becky,2021-01-09,13:03:22,Contract related,Y,Y,120,0:04:28,1
ID0486,Dan,2021-01-09,13:03:22,Technical Support,Y,Y,63,0:04:59,3
ID0487,Becky,2021-01-09,13:39:22,Streaming,N,N,,,
ID0488,Joe,2021-01-09,13:39:22,Streaming,Y,Y,101,0:05:30,3
ID0489,Joe,2021-01-09,13:59:31,Payment related,Y,Y,105,0:01:20,1
ID0490,Joe,2021-01-09,13:59:31,Contract related,Y,Y,21,0:01:38,4
ID0491,Joe,2021-01-09,14:12:29,Payment related,Y,Y,34,0:05:10,4
ID0492,Stewart,2021-01-09,14:12:29,Technical Support,Y,Y,78,0:03:25,1
ID0493,Diane,2021-01-09,14:19:41,Streaming,Y,Y,44,0:02:54,3
ID0494,Joe,2021-01-09,14:19:41,Admin Support,Y,Y,98,0:01:43,1
ID0495,Martha,2021-01-09,14:51:22,Payment related,Y,Y,23,0:03:23,1
ID0496,Stewart,2021-01-09,14:51:22,Admin Support,Y,Y,28,0:06:20,3
ID0497,Joe,2021-01-09,15:43:12,Technical Support,N,N,,,
ID0498,Martha,2021-01-09,15:43:12,Admin Support,Y,Y,43,0:01:03,5
ID0499,Stewart,2021-01-09,16:58:05,Streaming,N,N,,,
ID0500,Martha,2021-01-09,16:58:05,Contract related,N,N,,,
ID0501,Diane,2021-01-09,17:05:17,Payment related,Y,Y,119,0:00:50,4
ID0502,Dan,2021-01-09,17:05:17,Payment related,Y,Y,32,0:02:54,5
ID0503,Greg,2021-01-09,17:21:07,Streaming,Y,N,50,0:04:17,3
ID0504,Jim,2021-01-09,17:21:07,Admin Support,N,N,,,
ID0505,Joe,2021-01-09,17:22:34,Payment related,Y,Y,35,0:04:46,4
ID0506,Jim,2021-01-09,17:22:34,Contract related,Y,Y,27,0:02:43,3
ID0507,Stewart,2021-01-09,17:24:00,Streaming,Y,Y,121,0:03:20,4
ID0508,Becky,2021-01-09,17:24:00,Streaming,Y,Y,42,0:06:58,2
ID0509,Greg,2021-01-09,17:28:19,Technical Support,N,N,,,
ID0510,Dan,2021-01-09,17:28:19,Technical Support,N,N,,,
ID0511,Greg,2021-01-09,17:32:38,Payment related,Y,Y,107,0:01:05,5
ID0512,Martha,2021-01-09,17:32:38,Streaming,Y,Y,116,0:03:31,4
ID0513,Dan,2021-01-09,17:42:43,Technical Support,Y,N,60,0:02:06,3
ID0514,Jim,2021-01-09,17:42:43,Payment related,Y,Y,116,0:04:38,4
ID0515,Stewart,2021-01-10,9:00:00,Payment related,Y,Y,19,0:06:11,5
ID0516,Martha,2021-01-10,9:00:00,Contract related,Y,Y,75,0:05:50,3
ID0517,Becky,2021-01-10,9:08:38,Admin Support,Y,Y,23,0:00:48,3
ID0518,Diane,2021-01-10,9:08:38,Technical Support,Y,Y,69,0:03:53,3
ID0519,Jim,2021-01-10,10:06:14,Streaming,Y,Y,64,0:04:23,5
ID0520,Martha,2021-01-10,10:06:14,Streaming,Y,Y,117,0:03:23,3
ID0521,Jim,2021-01-10,10:35:02,Streaming,Y,Y,12,0:06:34,4
ID0522,Diane,2021-01-10,10:35:02,Admin Support,Y,Y,102,0:02:38,4
ID0523,Dan,2021-01-10,11:11:02,Technical Support,Y,Y,46,0:06:32,4
ID0524,Martha,2021-01-10,11:11:02,Streaming,Y,N,47,0:01:27,4
ID0525,Dan,2021-01-10,11:18:14,Streaming,Y,Y,98,0:02:23,4
ID0526,Jim,2021-01-10,11:18:14,Contract related,Y,Y,84,0:04:17,4
ID0527,Greg,2021-01-10,11:29:46,Streaming,Y,Y,12,0:02:13,3
ID0528,Greg,2021-01-10,11:29:46,Payment related,Y,Y,88,0:03:26,4
ID0529,Stewart,2021-01-10,11:31:12,Contract related,Y,Y,97,0:05:53,1
ID0530,Joe,2021-01-10,11:31:12,Admin Support,Y,Y,51,0:05:56,3
ID0531,Becky,2021-01-10,11:47:02,Admin Support,N,N,,,
ID0532,Dan,2021-01-10,11:47:02,Streaming,Y,Y,106,0:02:37,4
ID0533,Diane,2021-01-10,12:27:22,Admin Support,Y,Y,34,0:03:52,4
ID0534,Stewart,2021-01-10,12:27:22,Streaming,N,N,,,
ID0535,Dan,2021-01-10,12:33:07,Technical Support,Y,Y,51,0:05:33,3
ID0536,Greg,2021-01-10,12:33:07,Technical Support,Y,Y,74,0:04:54,4
ID0537,Greg,2021-01-10,12:56:10,Contract related,Y,Y,29,0:01:16,3
ID0538,Martha,2021-01-10,12:56:10,Admin Support,Y,Y,123,0:06:15,3
ID0539,Becky,2021-01-10,13:13:26,Contract related,Y,Y,100,0:00:41,4
ID0540,Dan,2021-01-10,13:13:26,Streaming,Y,Y,43,0:06:53,3
ID0541,Becky,2021-01-10,13:48:00,Technical Support,Y,Y,24,0:04:29,4
ID0542,Jim,2021-01-10,13:48:00,Streaming,Y,Y,78,0:06:14,4
ID0543,Joe,2021-01-10,13:52:19,Payment related,Y,Y,28,0:06:07,5
ID0544,Joe,2021-01-10,13:52:19,Admin Support,Y,Y,36,0:01:28,3
ID0545,Joe,2021-01-10,14:09:36,Payment related,N,N,,,
ID0546,Jim,2021-01-10,14:09:36,Payment related,Y,Y,10,0:04:32,2
ID0547,Dan,2021-01-10,14:16:48,Streaming,Y,Y,43,0:06:42,3
ID0548,Stewart,2021-01-10,14:16:48,Technical Support,Y,Y,19,0:00:38,3
ID0549,Diane,2021-01-10,14:25:26,Admin Support,Y,Y,74,0:06:34,3
ID0550,Jim,2021-01-10,14:25:26,Streaming,Y,Y,71,0:04:05,1
ID0551,Joe,2021-01-10,14:32:38,Admin Support,Y,Y,117,0:06:16,5
ID0552,Joe,2021-01-10,14:32:38,Contract related,Y,Y,61,0:05:01,3
ID0553,Joe,2021-01-10,14:58:34,Contract related,Y,Y,118,0:03:20,3
ID0554,Martha,2021-01-10,14:58:34,Admin Support,Y,Y,87,0:04:18,4
ID0555,Diane,2021-01-10,15:56:10,Payment related,Y,Y,48,0:01:06,4
ID0556,Joe,2021-01-10,15:56:10,Contract related,Y,Y,112,0:02:14,1
ID0557,Stewart,2021-01-10,16:00:29,Contract related,Y,Y,99,0:02:44,5
ID0558,Becky,2021-01-10,16:00:29,Technical Support,Y,Y,103,0:02:56,4
ID0559,Joe,2021-01-10,16:37:55,Payment related,Y,Y,102,0:00:38,5
ID0560,Joe,2021-01-10,16:37:55,Payment related,Y,Y,74,0:06:56,5
ID0561,Greg,2021-01-10,16:37:55,Payment related,Y,Y,28,0:01:29,1
ID0562,Joe,2021-01-10,16:37:55,Contract related,Y,Y,64,0:02:33,4
ID0563,Diane,2021-01-10,16:42:14,Contract related,N,N,,,
ID0564,Becky,2021-01-10,16:42:14,Payment related,Y,Y,81,0:06:36,4
ID0565,Becky,2021-01-10,16:58:05,Streaming,Y,Y,121,0:01:04,3
ID0566,Joe,2021-01-10,16:58:05,Technical Support,Y,Y,117,0:02:51,4
ID0567,Diane,2021-01-10,17:24:00,Payment related,Y,Y,55,0:04:14,4
ID0568,Stewart,2021-01-10,17:24:00,Technical Support,N,N,,,
ID0569,Becky,2021-01-10,17:25:26,Streaming,Y,Y,79,0:02:30,3
ID0570,Martha,2021-01-10,17:25:26,Technical Support,Y,Y,120,0:02:09,1
ID0571,Stewart,2021-01-10,17:31:12,Contract related,Y,Y,50,0:02:41,2
ID0572,Martha,2021-01-10,17:31:12,Admin Support,Y,N,15,0:03:03,1
ID0573,Dan,2021-01-10,17:35:31,Streaming,Y,Y,10,0:04:58,3
ID0574,Greg,2021-01-10,17:35:31,Technical Support,Y,Y,110,0:04:14,3
ID0575,Greg,2021-01-10,17:39:50,Payment related,Y,Y,69,0:00:47,3
ID0576,Jim,2021-01-10,17:39:50,Contract related,Y,N,122,0:02:48,1
ID0577,Diane,2021-01-10,17:48:29,Contract related,Y,Y,47,0:00:58,3
ID0578,Greg,2021-01-10,17:48:29,Technical Support,Y,N,124,0:06:46,5
ID0579,Martha,2021-01-11,9:30:14,Streaming,Y,Y,92,0:02:01,3
ID0580,Becky,2021-01-11,9:30:14,Payment related,Y,Y,110,0:05:32,2
ID0581,Stewart,2021-01-11,9:37:26,Streaming,Y,Y,84,0:02:25,4
ID0582,Stewart,2021-01-11,9:37:26,Admin Support,N,N,,,
ID0583,Diane,2021-01-11,9:38:53,Admin Support,Y,Y,81,0:04:21,5
ID0584,Greg,2021-01-11,9:38:53,Payment related,Y,Y,116,0:02:09,4
ID0585,Diane,2021-01-11,9:38:53,Payment related,N,N,,,
ID0586,Joe,2021-01-11,9:38:53,Streaming,Y,Y,63,0:04:09,3
ID0587,Dan,2021-01-11,9:48:58,Streaming,N,N,,,
ID0588,Joe,2021-01-11,9:48:58,Streaming,Y,Y,30,0:04:31,3
ID0589,Diane,2021-01-11,10:04:48,Admin Support,Y,Y,22,0:05:42,3
ID0590,Stewart,2021-01-11,10:04:48,Technical Support,Y,Y,31,0:05:20,3
ID0591,Diane,2021-01-11,10:13:26,Payment related,Y,Y,47,0:02:32,3
ID0592,Dan,2021-01-11,10:13:26,Technical Support,Y,Y,88,0:04:34,3
ID0593,Martha,2021-01-11,10:20:38,Streaming,Y,Y,106,0:03:39,4
ID0594,Diane,2021-01-11,10:20:38,Payment related,Y,Y,70,0:01:27,5
ID0595,Martha,2021-01-11,10:26:24,Payment related,Y,Y,77,0:05:37,3
ID0596,Joe,2021-01-11,10:26:24,Streaming,Y,Y,82,0:06:41,3
ID0597,Greg,2021-01-11,10:32:10,Contract related,Y,Y,84,0:04:45,3
ID0598,Martha,2021-01-11,10:32:10,Technical Support,Y,Y,50,0:06:06,4
ID0599,Martha,2021-01-11,11:05:17,Admin Support,N,N,,,
ID0600,Becky,2021-01-11,11:05:17,Contract related,Y,Y,73,0:00:45,3
ID0601,Greg,2021-01-11,11:28:19,Contract related,Y,Y,79,0:05:24,3
ID0602,Dan,2021-01-11,11:28:19,Contract related,Y,Y,124,0:03:58,5
ID0603,Stewart,2021-01-11,11:29:46,Admin Support,N,N,,,
ID0604,Becky,2021-01-11,11:29:46,Technical Support,Y,N,75,0:03:33,4
ID0605,Becky,2021-01-11,11:36:58,Technical Support,Y,Y,34,0:04:31,3
ID0606,Stewart,2021-01-11,11:36:58,Payment related,N,N,,,
ID0607,Stewart,2021-01-11,11:47:02,Streaming,Y,Y,116,0:03:56,3
ID0608,Dan,2021-01-11,11:47:02,Payment related,Y,Y,20,0:00:33,3
ID0609,Jim,2021-01-11,12:10:05,Streaming,Y,Y,105,0:06:38,1
ID0610,Diane,2021-01-11,12:10:05,Payment related,Y,Y,25,0:00:53,3
ID0611,Diane,2021-01-11,12:20:10,Payment related,Y,Y,16,0:06:22,4
ID0612,Martha,2021-01-11,12:20:10,Contract related,Y,Y,64,0:02:40,4
ID0613,Stewart,2021-01-11,12:24:29,Admin Support,Y,Y,82,0:06:51,3
ID0614,Dan,2021-01-11,12:24:29,Streaming,Y,Y,13,0:02:09,5
ID0615,Jim,2021-01-11,12:43:12,Contract related,Y,Y,15,0:00:45,5
ID0616,Greg,2021-01-11,12:43:12,Contract related,Y,Y,42,0:06:08,2
ID0617,Jim,2021-01-11,12:43:12,Payment related,N,N,,,
ID0618,Martha,2021-01-11,12:43:12,Payment related,Y,Y,32,0:05:41,3
ID0619,Dan,2021-01-11,12:57:36,Payment related,Y,Y,75,0:04:10,3
ID0620,Stewart,2021-01-11,12:57:36,Contract related,Y,N,123,0:02:50,3
ID0621,Stewart,2021-01-11,13:19:12,Streaming,Y,Y,22,0:05:27,5
ID0622,Greg,2021-01-11,13:19:12,Technical Support,Y,Y,21,0:01:58,2
ID0623,Greg,2021-01-11,13:55:12,Streaming,Y,Y,15,0:06:10,4
ID0624,Diane,2021-01-11,13:55:12,Streaming,Y,Y,76,0:03:55,4
ID0625,Joe,2021-01-11,14:09:36,Admin Support,Y,Y,92,0:05:19,3
ID0626,Greg,2021-01-11,14:09:36,Technical Support,N,N,,,
ID0627,Martha,2021-01-11,14:13:55,Technical Support,N,N,,,
ID0628,Becky,2021-01-11,14:13:55,Payment related,Y,N,62,0:03:59,4
ID0629,Joe,2021-01-11,14:19:41,Admin Support,Y,Y,33,0:04:58,3
ID0630,Stewart,2021-01-11,14:19:41,Admin Support,Y,Y,122,0:01:59,1
ID0631,Stewart,2021-01-11,14:24:00,Streaming,Y,N,47,0:04:35,1
ID0632,Diane,2021-01-11,14:24:00,Admin Support,N,N,,,
ID0633,Martha,2021-01-11,14:26:53,Technical Support,N,N,,,
ID0634,Joe,2021-01-11,14:26:53,Contract related,N,N,,,
ID0635,Stewart,2021-01-11,14:28:19,Streaming,Y,Y,44,0:00:39,4
ID0636,Martha,2021-01-11,14:28:19,Contract related,Y,Y,48,0:04:41,3
ID0637,Martha,2021-01-11,14:32:38,Admin Support,Y,Y,60,0:00:59,3
ID0638,Diane,2021-01-11,14:32:38,Streaming,N,N,,,
ID0639,Jim,2021-01-11,14:57:07,Technical Support,Y,Y,120,0:03:21,2
ID0640,Stewart,2021-01-11,14:57:07,Admin Support,Y,Y,61,0:04:26,2
ID0641,Greg,2021-01-11,15:12:58,Technical Support,Y,Y,103,0:06:25,4
ID0642,Becky,2021-01-11,15:12:58,Contract related,N,N,,,
ID0643,Jim,2021-01-11,15:37:26,Payment related,Y,Y,32,0:03:01,2
ID0644,Joe,2021-01-11,15:37:26,Admin Support,N,N,,,
ID0645,Jim,2021-01-11,15:59:02,Technical Support,Y,Y,53,0:04:37,1
ID0646,Diane,2021-01-11,15:59:02,Streaming,Y,Y,40,0:02:56,5
ID0647,Stewart,2021-01-11,16:17:46,Contract related,Y,N,58,0:03:14,3
ID0648,Stewart,2021-01-11,16:17:46,Technical Support,Y,Y,92,0:02:27,2
ID0649,Diane,2021-01-11,16:43:41,Payment related,N,N,,,
ID0650,Dan,2021-01-11,16:43:41,Streaming,Y,Y,124,0:00:49,5
ID0651,Jim,2021-01-11,17:06:43,Admin Support,Y,Y,59,0:04:30,3
ID0652,Greg,2021-01-11,17:06:43,Streaming,Y,Y,44,0:05:02,1
ID0653,Jim,2021-01-11,17:22:34,Admin Support,Y,Y,42,0:03:38,2
ID0654,Stewart,2021-01-11,17:22:34,Payment related,Y,Y,21,0:04:46,5
ID0655,Stewart,2021-01-11,17:41:17,Contract related,Y,Y,69,0:00:32,4
ID0656,Stewart,2021-01-11,17:41:17,Payment related,Y,Y,46,0:00:53,1
ID0657,Martha,2021-01-11,17:41:17,Payment related,Y,Y,24,0:06:01,5
ID0658,Stewart,2021-01-11,17:41:17,Streaming,Y,Y,101,0:04:45,2
ID0659,Becky,2021-01-11,17:48:29,Payment related,Y,Y,121,0:01:21,5
ID0660,Stewart,2021-01-11,17:48:29,Admin Support,Y,Y,61,0:01:11,3
ID0661,Becky,2021-01-11,17:49:55,Contract related,Y,Y,45,0:01:20,4
ID0662,Becky,2021-01-11,17:49:55,Payment related,Y,Y,40,0:02:01,5
ID0663,Dan,2021-01-12,9:51:50,Technical Support,Y,Y,94,0:00:56,4
ID0664,Greg,2021-01-12,9:51:50,Streaming,Y,Y,85,0:05:14,5
